Gene,overall_primate,class_primate,subtype_primate,meta-cluster_primate,overall_human_NHP,class_human_NHP,subtype_human_NHP,meta-cluster_human_NHP
MAPK8,0.982862703,0.982232838,0.993554494,0.997077141,0.997142604,0.990392781,0.98652247,0.999593064
MAPK8IP1,0.973425336,0.961854211,0.945575018,0.891693206,0.995054848,0.997903397,0.983351026,0.937075372
MAPK8IP2,0.936978061,0.745323779,0.797024062,0.779869073,0.976627742,0.889295824,0.980414013,0.862575195
MAPK9,0.887048832,0.988128096,0.982193914,0.770762562,0.893568648,0.98086518,0.985226469,0.945028309
MAPKAP1,0.985251238,0.944081741,0.914688606,0.897754777,0.991993984,0.932205414,0.973239561,0.929670913
MAPKAPK2,0.932367304,0.975858103,0.945672328,0.762993631,0.974292286,0.995143312,0.969913305,0.871169498
MAPKAPK3,0.907101911,0.980571479,0.997360226,0.917455768,0.938481953,0.976499469,0.996107573,0.811579972
MAPKAPK5,0.904798301,0.784536447,0.604148974,0.506861288,0.958881812,0.841427813,0.617843241,0.60258758
MAPKBP1,0.743821656,0.708487261,0.654803609,0.778995046,0.805785563,0.766932059,0.814844303,0.927145258
MAPRE2,0.916068648,0.926165959,0.990530786,0.942735315,0.924389597,0.897169144,0.997735315,0.995028309
MAPRE3,0.895336164,0.936403043,0.845828025,0.843802194,0.946257962,0.95721426,0.988110403,0.914309094
MAPT,0.962123142,0.989044586,0.905888181,0.935987261,0.995638712,0.996992215,0.995780255,0.995621019
1-Mar,0.956026185,0.981100495,0.978448337,0.961157113,0.96603857,0.99277247,0.983404105,0.974823071
2-Mar,0.883768577,0.973545648,0.9334908,0.921785209,0.91153574,0.996487969,0.995771408,0.992967091
1-Mar,0.989907997,0.999794763,1,1,0.994187898,0.999769993,1,1
10-Mar,0.898793347,0.996431352,0.979267516,0.924345364,0.975256546,0.999018047,0.994860226,0.974646143
11-Mar,0.997979476,0.923039632,0.834366596,0.953011323,0.998894197,0.968780962,0.912124027,0.988579264
2-Mar,0.937788393,0.884709837,0.886079264,0.967416844,0.957793701,0.897770701,0.858121019,0.991489738
3-Mar,0.974957537,0.946440198,0.985562633,0.997024062,0.981440198,0.980723638,0.988013093,0.997974168
4-Mar,0.999971691,0.997445152,0.99594126,0.996914367,0.999991154,0.999690375,0.999221515,0.999079972
5-Mar,0.75848903,0.85923213,0.923497877,0.918480184,0.777671621,0.926052725,0.904728415,0.948734961
6-Mar,0.967784855,0.992491154,0.940997877,0.915937721,0.975769639,0.994984076,0.989985846,0.961119958
7-Mar,0.998007785,0.956068648,0.894923921,0.828312102,0.998964968,0.975592711,0.881223461,0.95172063
8-Mar,0.9854954,0.940774947,0.980030078,0.940219391,0.987225761,0.998310333,0.998089172,0.992701699
9-Mar,0.856521585,0.728152866,0.787147912,0.767652159,0.900380396,0.883072364,0.824579795,0.737327495
MARCKS,0.999564756,1,1,0.998977353,0.999398443,1,1,0.999964614
MARCKSL1,0.990279547,0.980826256,0.962319533,0.975723638,0.99401097,0.981754246,0.983129866,0.988278485
MARCO,0.522321302,0.604384289,0.590233546,0.62118896,0.579025124,0.689278132,0.626141189,0.572611465
MARK1,0.969879689,0.999943383,0.999982307,0.999709837,0.983952583,1,1,0.999911536
MARK2,0.999642604,0.972315994,0.967024062,0.723430644,0.999858457,0.993188252,0.994417905,0.72254954
MARK3,0.943237792,0.924571833,0.95581741,0.944922151,0.963561571,0.955958068,0.974531139,0.99202937
MARK4,0.991645435,0.985038924,0.975256546,0.883607573,0.998673036,0.985951875,0.982400035,0.878131635
MARS,0.617880396,0.830001769,0.862928167,0.676376504,0.769409059,0.9754954,0.982028485,0.821912597
MARS2,0.757685775,0.888248408,0.849508139,0.71656051,0.821364119,0.848836695,0.78013535,0.583979122
MARVELD1,0.797130219,0.96267339,0.988027247,0.976514508,0.883527955,0.972124912,0.990304317,0.99401097
MARVELD2,0.981291578,0.961824133,0.868747346,0.801965676,0.984518754,0.978582803,0.917927282,0.709660297
MAS1,0.966128804,0.708002477,0.768000708,0.920288393,0.977016985,0.744984076,0.884271054,0.967825548
MASP1,0.996960368,0.997530078,0.99042109,0.918913659,0.999478061,0.999495754,0.990419321,0.915653751
MASP2,0.928004246,0.830828025,0.740258316,0.687737084,0.917100142,0.754268401,0.68321833,0.520651982
MAST1,0.99502477,0.948996815,0.98405874,0.985314933,0.993692498,0.978326256,0.997929936,0.994930998
MAST2,0.999317056,0.976378273,0.961712668,0.988375796,0.999911536,0.982917551,0.999283439,0.998221868
MAST3,1,0.999946921,0.999865534,0.986380042,1,0.999982307,0.999982307,0.998487261
MAST4,0.930523708,0.991353503,0.996330502,0.997707006,0.959651451,0.998929582,0.998186483,0.999867304
MASTL,0.835559094,0.580268931,0.72957891,0.71861288,0.923566879,0.713583687,0.821611819,0.791573779
MAT1A,0.653531493,0.544810686,0.625431706,0.691827672,0.696762208,0.468219214,0.655069002,0.82596426
MAT2A,0.958021939,0.979315287,0.978519108,0.882604388,0.970196391,0.998274947,0.998770347,0.941525124
MAT2B,0.83089172,0.838704883,0.639948691,0.748273178,0.8862615,0.908722576,0.589286978,0.524279016
MATK,0.970962491,0.975774947,0.810132696,0.725826256,0.981970984,0.994559448,0.890083156,0.796204883
MATN1,0.882190375,0.870306086,0.8604954,0.582441614,0.919302902,0.896085456,0.81605184,0.548611111
MATN2,0.980863411,0.999815994,0.981564048,0.986268577,0.993719038,0.999805379,0.994435598,0.999610757
MATN3,0.565290163,0.533246638,0.578805732,0.447816702,0.654476292,0.595382166,0.651499469,0.35598903
MATN4,0.895845718,0.92851557,0.929948691,0.833996815,0.922841472,0.97096603,0.996257962,0.950597134
MATR3,0.682668082,0.858964968,0.970822718,0.884334749,0.725309625,0.847633581,0.9639862,0.897434536
MAU2,0.782799009,0.972639774,0.970987261,0.847852088,0.884156051,0.973221868,0.944462137,0.95220276
MAVS,0.876574664,0.920283086,0.873880042,0.686256192,0.933067941,0.977043524,0.972071833,0.765963376
MAX,0.572979476,0.768701345,0.774026893,0.545575018,0.578839349,0.888481953,0.847500885,0.568617304
MB,0.573110403,0.531751592,0.674111819,0.765943029,0.529432059,0.584408174,0.728733192,0.855042463
MB21D2,0.946256192,0.995537863,0.986227884,0.968644728,0.977556617,0.998991507,0.99987615,0.999814225
MBD1,0.867512385,0.613428875,0.66331564,0.683328025,0.906962137,0.654498408,0.624115357,0.738455414
MBD2,0.904649682,0.986378273,0.910042463,0.842540694,0.948646497,0.996567587,0.943555379,0.88588995
MBD3,0.555169851,0.577285916,0.490895258,0.393395258,0.455387473,0.604263977,0.569670028,0.630290163
MBD4,0.758481953,0.737434536,0.753200637,0.652045294,0.866100495,0.834125088,0.880980184,0.729759377
MBD5,0.983658882,0.962098372,0.98430644,0.95371196,0.991878981,0.95967799,0.98579264,0.937845011
MBD6,0.769101203,0.802949398,0.838458953,0.775067233,0.907094834,0.946722399,0.964640835,0.917887473
MBIP,0.876811748,0.914722222,0.945663482,0.893400566,0.899495754,0.939043701,0.962314225,0.921452583
MBLAC1,0.764352442,0.667687544,0.734079972,0.744909766,0.87977707,0.706192498,0.760704176,0.916056263
MBLAC2,0.979532909,0.962068294,0.995458245,0.963018401,0.995886412,0.998522647,0.999398443,0.994320594
MBNL1,0.99995046,0.999978769,1,0.999830149,0.999938075,1,1,0.999964614
MBNL2,1,0.999992923,1,0.999996461,1,1,1,1
MBNL3,0.808294409,0.652855626,0.629432059,0.598890658,0.826079264,0.663101557,0.647969745,0.562429229
MBOAT1,0.931772824,0.965819179,0.825755485,0.841107573,0.943798655,0.965644904,0.865078733,0.874566525
MBOAT2,0.999936306,0.998007785,0.999723992,0.99903397,1,0.999964614,1,0.999690375
MBOAT4,0.647551309,0.705640481,0.819568294,0.684320594,0.690286624,0.731223461,0.879573602,0.675185775
MBOAT7,0.980286624,0.966171267,0.983195329,0.988075018,0.991109342,0.989446214,0.997009908,0.989923921
MBP,0.9947523,0.994062279,0.943814579,0.891282732,0.99670913,0.999292286,0.937349611,0.836624204
MBTD1,0.892919321,0.928545648,0.866279193,0.780548478,0.955405166,0.994515216,0.928569533,0.78773443
MBTPS2,0.713032555,0.647699929,0.646893135,0.515038924,0.771178344,0.751658705,0.699849611,0.438362527
MC4R,0.801380042,0.795378627,0.867310686,0.872715853,0.796001415,0.857311571,0.843710191,0.819240977
MCAM,0.968032555,0.983014862,0.935311394,0.903805732,0.972620311,0.982404459,0.962898089,0.970329087
MCAT,0.940392781,0.682926398,0.691864827,0.75106334,0.92438075,0.670249469,0.66628627,0.791432236
MCC,0.999915074,0.999992923,0.997505308,0.997763623,0.999964614,1,0.999398443,0.999203822
MCCC1,0.744539986,0.95341649,0.954511677,0.930663482,0.705847488,0.952264685,0.969435598,0.957700814
MCCC2,0.898719038,0.938418259,0.889214437,0.900210545,0.930971338,0.991250885,0.990083156,0.968807502
MCEE,0.85341472,0.860946568,0.717491154,0.840652866,0.90406051,0.906586164,0.769413482,0.874119781
MCF2,0.98027247,0.983881812,0.992346072,0.898791578,0.979750531,0.976813517,0.992630927,0.925490977
MCF2L,0.98131281,0.936153574,0.927786624,0.858181175,0.976574664,0.903839349,0.953450106,0.89781051
MCF2L2,0.968775655,0.973287332,0.991836518,0.991068648,0.973186483,0.998018401,0.997664544,0.985704176
MCFD2,0.78965322,0.802282378,0.903395258,0.787988323,0.829953999,0.828724345,0.939897381,0.825039809
MCHR1,0.791493277,0.771150035,0.774341826,0.794322364,0.904547063,0.856763093,0.854670913,0.954343595
MCHR2,0.998283793,0.911017339,0.912882166,0.844053432,0.998204176,0.954118011,0.91298213,0.877622965
MCIDAS,0.557367304,0.518733192,0.809486907,0.776507431,0.635810333,0.531776362,0.747385881,0.60145966
MCL1,0.978036093,0.851675513,0.87316879,0.720859873,0.98861465,0.951906405,0.99547063,0.981493277
MCM10,0.751857749,0.652754777,0.827914013,0.75363765,0.776141189,0.719860226,0.914441791,0.872142604
MCM2,0.54891012,0.621307502,0.615251238,0.723780962,0.250920028,0.448213022,0.438092711,0.461159766
MCM3,0.868209483,0.783956122,0.657721161,0.708717268,0.943427105,0.928233369,0.757674275,0.811805556
MCM3AP,0.794939844,0.87967799,0.89576787,0.836452583,0.935960722,0.912473461,0.945324664,0.746381812
MCM4,0.836107573,0.670688252,0.62173213,0.59388535,0.895072541,0.779250708,0.767299186,0.722717622
MCM5,0.721985138,0.783188252,0.754440906,0.55665782,0.819550602,0.800053079,0.822319533,0.61116419
MCM6,0.854784147,0.839099434,0.879492215,0.894557679,0.938941967,0.898354565,0.942436306,0.958952583
MCM7,0.746974522,0.643412951,0.614440906,0.445803255,0.761111111,0.753047594,0.738619073,0.49681971
MCM8,0.722016985,0.865999646,0.952275301,0.766942675,0.842949398,0.996430467,0.980776716,0.787044409
MCM9,0.976970984,0.936970984,0.917712314,0.871514508,0.996549894,0.999522293,0.990967799,0.960199929
MCMBP,0.742593772,0.792944091,0.714177282,0.603770347,0.836597665,0.906050955,0.77893666,0.647598195
MCMDC2,0.749299363,0.864863765,0.825261854,0.753050248,0.808156405,0.988411182,0.976092534,0.968657113
MCOLN1,0.977972399,0.992307148,0.97908351,0.855130927,0.99131281,0.997328379,0.987933475,0.836809979
MCOLN2,0.752296532,0.757360226,0.577609696,0.755615711,0.816923213,0.759421444,0.690751062,0.869630219
MCOLN3,0.696744515,0.694686837,0.726127035,0.598929582,0.721027955,0.488384643,0.513132519,0.411323425
MCPH1,0.986928521,0.997089526,0.995369781,0.974670913,0.974557679,0.993688075,0.989070241,0.94779724
MCRS1,0.948977353,0.872093064,0.686847134,0.842034678,0.902308917,0.758757962,0.625115004,0.817453999
MCTP1,1,0.999398443,0.999964614,0.994610757,1,0.999964614,1,0.990897028
MCTP2,0.852055909,0.977765393,0.961282732,0.919968153,0.912455768,0.976963907,0.965826256,0.994780609
MCTS1,0.56935598,0.487222222,0.584907997,0.666266808,0.718126327,0.69779724,0.739601026,0.801450814
MCU,0.988559802,0.998839349,0.998832272,0.99997523,0.99593949,0.997699929,0.997664544,0.999946921
MCUR1,0.980145081,0.994945152,0.973067941,0.904368365,0.990490092,0.992060333,0.972859165,0.839141012
MDC1,0.855824487,0.656884289,0.589513447,0.607045294,0.932218684,0.863486377,0.637212491,0.771510085
MDFI,0.769426752,0.689079972,0.778287332,0.667977707,0.836624204,0.94670913,0.982430998,0.885381281
MDFIC,0.938138712,0.94091472,0.925928875,0.901951522,0.924495754,0.984421444,0.997956476,0.994470984
MDGA1,0.994019816,1,0.999907997,0.987087757,0.998805732,1,0.999955768,0.998018401
MDGA2,1,1,0.99995046,0.99997523,1,1,0.999982307,1
MDH1,0.9935138,0.986372965,0.994835456,0.982236377,0.997346072,0.987712314,0.991631281,0.970196391
MDH1B,0.998920736,0.998294409,0.955713022,0.951824133,0.999725761,0.998973815,0.987951168,0.945231776
MDH2,0.829886766,0.863506723,0.827170913,0.847034678,0.874557679,0.911252654,0.806590587,0.76665782
MDK,0.883708422,0.991365888,0.996606511,0.9612385,0.862473461,0.998469568,0.996249115,0.937495577
MDM1,0.881960368,0.88683121,0.867595541,0.933869427,0.986907289,0.988225407,0.993356334,0.989685067
MDM4,0.991723284,0.783927813,0.753076787,0.596960368,0.995479476,0.925053079,0.897611465,0.695284855
MDN1,0.806620665,0.935670559,0.937531847,0.873062633,0.796850672,0.986168613,0.991578202,0.971514508
ME1,0.953082095,0.962039986,0.993159943,0.998966737,0.969886766,0.94423213,0.998208599,0.998938429
ME2,0.980092003,0.991342887,0.897687544,0.656590587,0.988234253,0.986809979,0.866755131,0.811694975
ME3,0.989175513,0.895828025,0.8847523,0.82910828,0.996744515,0.998867657,0.99547063,0.883510262
MEA1,0.818970276,0.638354565,0.730536093,0.845516631,0.792825548,0.455498054,0.703233369,0.830077849
MEAF6,0.87886058,0.701401274,0.840596249,0.94965322,0.918444798,0.723398797,0.924809802,0.968223638
MECOM,0.999292286,0.742595541,0.718621727,0.598496108,0.999071125,0.378994161,0.385478592,0.294435598
MECP2,0.956298655,0.949051663,0.76722753,0.704709837,0.98002477,0.988911005,0.799796532,0.753604919
MECR,0.963814579,0.99356334,0.93348903,0.973458953,0.970169851,0.992675159,0.919400212,0.978865888
MED1,0.742728238,0.674308209,0.684294055,0.667710545,0.857917551,0.762022293,0.774119781,0.81104034
MED10,0.977763623,0.967294763,0.997215145,0.971776362,0.992666313,0.998248408,0.999911536,0.973478415
MED11,0.765088464,0.810191083,0.790571479,0.834286978,0.853945506,0.907050602,0.875858103,0.867321302
MED12,0.603039632,0.585350318,0.597898089,0.631036801,0.641215499,0.716295117,0.648708422,0.58197983
MED13,0.996454352,0.996378273,0.96717799,0.968527955,0.997638004,0.996673744,0.95831564,0.947876858
MED13L,0.996468507,1,0.99992569,0.99960368,0.997646851,1,1,0.999867304
MED14,0.680502477,0.707494692,0.663060863,0.716567587,0.731670205,0.793435952,0.770974876,0.853680113
MED15,0.881280962,0.9767569,0.977659236,0.962968861,0.981369427,0.998628804,0.99608988,0.98148443
MED16,0.799129512,0.649584218,0.696091649,0.768830502,0.898434183,0.812937898,0.759854919,0.824212668
MED17,0.746150035,0.888200637,0.933855272,0.632418613,0.90145966,0.934536447,0.965728946,0.745811217
MED18,0.666404812,0.502117834,0.621638358,0.388504954,0.795904105,0.679838995,0.749407289,0.376649858
MED19,0.865385704,0.89571833,0.811574664,0.786700283,0.914012739,0.922310686,0.892162067,0.706413659
MED20,0.93492569,0.752731776,0.788957891,0.713142251,0.93123673,0.973668613,0.935390127,0.850712137
MED21,0.793177636,0.722011677,0.914571833,0.783204176,0.81668436,0.706727707,0.931391543,0.74951787
MED22,0.689508139,0.612215145,0.735007077,0.609488677,0.81163305,0.832824664,0.953600495,0.95883758
MED23,0.788177636,0.908228946,0.847577849,0.807057679,0.789269285,0.957771585,0.918719038,0.931811748
MED24,0.638598726,0.798784501,0.897392074,0.823080326,0.759589526,0.807731776,0.936270347,0.933833156
MED25,0.848067941,0.745023001,0.764860226,0.706392427,0.886986907,0.730294586,0.678653574,0.703343949
MED26,0.574964614,0.470199929,0.522427459,0.542905166,0.687977707,0.53785828,0.615534324,0.691127035
MED27,0.99987615,0.962406228,0.978784501,0.983890658,0.999973461,0.99509908,0.999124204,0.999796532
MED28,0.628669498,0.621245577,0.650826256,0.676532201,0.745744869,0.756935598,0.75673213,0.936084572
MED29,0.589104742,0.710014154,0.72170913,0.846951522,0.72168259,0.891772824,0.794064048,0.800283086
MED30,0.999929229,0.994699222,0.996132343,0.998793347,0.999982307,0.998089172,0.999823071,0.999867304
MED31,0.664511677,0.662331918,0.769297594,0.789179052,0.738225407,0.682165605,0.76395966,0.754356865
MED4,0.720336164,0.776618896,0.721617127,0.709340057,0.74804494,0.871532201,0.837079795,0.8452362
MED6,0.690442321,0.586054494,0.710810333,0.529279901,0.690622788,0.450508669,0.64694356,0.411004954
MED7,0.754748762,0.725219391,0.672829087,0.647232838,0.799911536,0.799929229,0.777569887,0.663274062
MED8,0.955608634,0.906556971,0.918966737,0.93413305,0.966825902,0.929754954,0.890543171,0.898655343
MED9,0.969883227,0.82876327,0.850670559,0.722689314,0.991206653,0.883718153,0.855559979,0.806758669
MEDAG,0.827866242,0.858897735,0.799830149,0.707484076,0.90207891,0.965720099,0.90821833,0.876185421
MEF2A,0.99930644,0.999982307,0.999953999,0.999649682,0.999858457,1,1,0.999814225
MEF2C,1,1,0.999971691,0.99997523,1,1,1,0.999982307
MEF2D,0.938800425,0.820537863,0.697234607,0.765207006,0.984731069,0.829095895,0.773080326,0.792471691
MEGF10,0.999571833,0.97168436,0.92913482,0.870093772,0.999646143,0.957041755,0.904224168,0.792980361
MEGF11,0.998039632,0.990208776,0.99621373,0.963839349,0.998584572,0.994470984,0.994594834,0.970789101
MEGF8,0.916245577,0.823460722,0.774221515,0.678386412,0.940171621,0.854007431,0.81128804,0.742918436
MEGF9,0.990467091,0.994212668,0.974863765,0.972498231,0.995001769,0.999831918,0.957258493,0.955502477
MEI1,0.692678698,0.793400566,0.835787332,0.802234607,0.753697806,0.7427592,0.656763093,0.781630396
MEI4,0.732165605,0.851473815,0.905812102,0.669980538,0.761199575,0.927751238,0.983430644,0.691157997
MEIG1,0.581086341,0.613667728,0.577600849,0.53806971,0.625583864,0.705949222,0.393298832,0.383390835
MEIKIN,0.671146497,0.889049894,0.714269285,0.487882166,0.86445506,0.980201699,0.92304494,0.555338818
MEIS1,0.992197452,0.999936306,0.997745931,0.987869781,0.996673744,0.999991154,0.999566525,0.995674098
MEIS2,1,0.999996461,0.999860226,0.999943383,1,1,0.99973903,0.999973461
MEIS3,0.977908705,0.945212314,0.988644728,0.871664897,0.987615004,0.942776893,0.995974876,0.894501946
MELK,0.499798301,0.486528662,0.632027601,0.658082095,0.648858811,0.686208422,0.603914544,0.767688429
MEMO1,0.667505308,0.926489738,0.876891366,0.731838287,0.777096603,0.999088818,0.995395435,0.957921975
MEN1,0.919295824,0.644679759,0.793710191,0.841227884,0.942719391,0.622394728,0.701990446,0.809996461
MEOX1,0.563605803,0.484642604,0.622317764,0.544285209,0.599026893,0.458903928,0.656165959,0.432360226
MEOX2,0.594582449,0.668092711,0.66044586,0.774352442,0.69509908,0.92706564,0.923960545,0.95268489
MEP1A,0.409734607,0.364279901,0.483248408,0.560514862,0.493046709,0.682143489,0.821536624,0.858691614
MEP1B,0.896196037,0.916178344,0.861779901,0.609715145,0.909368365,0.987526539,0.984200283,0.814260439
MEPCE,0.6907431,0.702974168,0.82428167,0.824617834,0.702246992,0.723964968,0.751512739,0.766281847
MEPE,0.715169851,0.658352795,0.902592003,0.885164544,0.721514508,0.593294409,0.89891189,0.879662067
MERTK,0.993358103,0.928632343,0.992664544,0.858428875,0.998398797,0.974097665,0.998619958,0.966472045
MESP1,0.730750177,0.689308209,0.419883227,0.460900566,0.757643312,0.78835368,0.454538217,0.41729034
MESP2,0.679907997,0.492462845,0.599570064,0.51678167,0.717285916,0.439136589,0.554502831,0.366542817
MEST,0.979773531,0.953917197,0.994186129,0.97645966,0.971249115,0.965777601,0.998646497,0.976278309
MET,0.947487615,0.998450106,0.998729653,0.919079972,0.962411536,0.997434536,0.999088818,0.919285209
METAP1,0.880980184,0.933881812,0.961105803,0.763825195,0.938685421,0.932324841,0.972576079,0.835863411
METAP1D,0.999564756,0.999968153,0.999483369,0.994366596,0.999929229,1,0.999805379,0.996691437
METAP2,0.971507431,0.937613234,0.713289101,0.801300425,0.992905166,0.955489207,0.771947983,0.790273355
METRNL,0.930725407,0.929286978,0.877275301,0.634285209,0.963853503,0.956298655,0.882979476,0.758160828
METTL1,0.623368719,0.63155874,0.729267516,0.810838641,0.704414367,0.713402335,0.895116773,0.813371373
METTL11B,0.488644728,0.691433121,0.703082095,0.730677636,0.480069002,0.620183121,0.817228415,0.676924098
