gene,expressed_in_human_nhp,No_variability_within_classes,Div_in_ExN,Div_in_InN,Div_in_NonN,Div_in_atleast1class,human_mammal_adj_pval,human_vert_adj_pval,Div_in_bulk,Divergence_category
PDZK1IP1,0,FALSE,0,0,0,0,1,1,0,NA
PDZRN3,1,FALSE,0,0,0,0,0.924359596,1,0,NA
PDZRN4,1,FALSE,0,0,0,0,1,1,0,NA
PEA15,1,FALSE,0,0,0,0,0.290126102,1,0,NA
PEAK1,1,FALSE,0,0,0,0,1,1,0,NA
PEAR1,1,FALSE,1,1,0,1,1,1,0,Diverged_in_single-cell
PEBP1,1,FALSE,0,0,0,0,1,1,0,NA
PEBP4,1,FALSE,0,0,0,0,0.626090716,1,0,NA
PECAM1,1,FALSE,0,0,0,0,0.001103027,1,0,NA
PECR,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PEF1,1,FALSE,0,0,0,0,0.15921996,1,0,NA
PEG10,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PEG3,1,FALSE,0,0,1,1,0.896582863,1,0,Diverged_in_single-cell
PELI1,1,FALSE,0,0,0,0,0.973429754,1,0,NA
PELI2,1,FALSE,0,0,0,0,1,1,0,NA
PELI3,1,FALSE,0,0,0,0,0.808193819,1,0,NA
PELP1,1,FALSE,0,0,0,0,0.443608002,1,0,NA
PEMT,1,FALSE,0,0,0,0,1,1,0,NA
PENK,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PEPD,1,FALSE,0,0,0,0,0.998839095,1,0,NA
PER1,1,FALSE,0,0,0,0,1,1,0,NA
PER2,1,FALSE,0,0,0,0,0.07016671,1,0,NA
PER3,1,FALSE,0,0,0,0,1,1,0,NA
PERM1,0,TRUE,1,0,0,1,0.536855747,1,0,NA
PERP,1,FALSE,0,0,0,0,0.058715147,1,0,NA
PES1,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PET100,1,FALSE,0,0,1,1,0.01390675,0.535963707,0,Diverged_in_single-cell
PET117,1,FALSE,1,0,0,1,NA,NA,0,Diverged_in_single-cell
PEX1,1,FALSE,0,0,0,0,1,1,0,NA
PEX10,1,FALSE,0,0,0,0,0.768401499,1,0,NA
PEX11A,1,FALSE,0,0,0,0,1,1,0,NA
PEX11B,1,FALSE,0,1,1,1,1,1,0,Diverged_in_single-cell
PEX11G,1,FALSE,0,0,0,0,0.401481547,1,0,NA
PEX12,1,FALSE,1,0,0,1,1,1,0,Diverged_in_single-cell
PEX13,1,FALSE,0,0,0,0,0.609691044,1,0,NA
PEX14,1,FALSE,0,0,0,0,0.154309301,1,0,NA
PEX16,1,FALSE,0,0,0,0,0.565832414,1,0,NA
PEX19,1,FALSE,1,0,0,1,1,1,0,Diverged_in_single-cell
PEX2,1,FALSE,0,0,0,0,1,1,0,NA
PEX26,1,FALSE,0,0,0,0,1,1,0,NA
PEX3,1,FALSE,0,0,0,0,0.078781031,1,0,NA
PEX5,1,FALSE,0,0,1,1,0.191974853,1,0,Diverged_in_single-cell
PEX5L,1,FALSE,0,0,0,0,0.014270418,1,0,NA
PEX6,1,FALSE,0,0,0,0,0.162858236,1,0,NA
PEX7,1,FALSE,0,0,0,0,1,1,0,NA
PFAS,1,FALSE,0,0,0,0,1,1,0,NA
PFDN1,1,FALSE,0,0,0,0,0.27143549,1,0,NA
PFDN2,1,FALSE,0,0,0,0,0.151946191,1,0,NA
PFDN4,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PFDN5,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
PFDN6,1,FALSE,1,0,1,1,8.26E-06,0.000165152,1,Diverged_in_both
PFKFB1,1,FALSE,0,1,0,1,0.000834565,0.000227107,1,Diverged_in_both
PFKFB2,1,FALSE,0,0,0,0,0.415380453,1,0,NA
PFKFB3,1,FALSE,0,0,0,0,1,1,0,NA
PFKFB4,1,FALSE,0,0,0,0,1,1,0,NA
PFKL,1,FALSE,0,0,0,0,0.736017562,1,0,NA
PFKM,1,FALSE,0,0,0,0,0.062296551,1,0,NA
PFKP,1,FALSE,0,0,0,0,1,1,0,NA
PFN1,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
PFN2,1,FALSE,0,0,0,0,1,1,0,NA
PFN3,0,TRUE,0,0,0,0,1,1,0,NA
PFN4,1,FALSE,0,1,1,1,1,1,0,Diverged_in_single-cell
PGAM1,1,FALSE,0,0,0,0,0.833055214,1,0,NA
PGAM2,0,FALSE,1,0,0,1,6.58E-08,0.002990462,1,NA
PGAM5,1,FALSE,0,0,0,0,1,1,0,NA
PGAP1,1,FALSE,0,0,0,0,0.469886449,1,0,NA
PGAP2,1,FALSE,0,0,0,0,0.914108672,1,0,NA
PGAP3,1,FALSE,0,0,1,1,0.83986679,1,0,Diverged_in_single-cell
PGBD1,1,FALSE,0,0,0,0,0.213811137,1,0,NA
PGBD2,1,FALSE,0,0,0,0,0.707430906,1,0,NA
PGBD4,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PGC,0,FALSE,0,1,1,1,1,1,0,NA
PGD,1,FALSE,0,0,0,0,1,1,0,NA
PGF,0,FALSE,1,0,0,1,0.742739433,1,0,NA
PGGT1B,1,FALSE,0,0,0,0,1,1,0,NA
PGK1,1,FALSE,0,0,0,0,1,1,0,NA
PGLS,1,FALSE,1,0,1,1,1,1,0,Diverged_in_single-cell
PGLYRP1,1,FALSE,0,1,1,1,0.815784866,1,0,Diverged_in_single-cell
PGLYRP2,0,FALSE,0,1,1,1,0.402881811,0.144531139,0,NA
PGLYRP3,0,FALSE,1,1,1,1,1,1,0,NA
PGLYRP4,0,FALSE,1,0,1,1,1,1,0,NA
PGM1,1,FALSE,0,0,0,0,1,1,0,NA
PGM2,1,FALSE,0,0,0,0,1,1,0,NA
PGM2L1,1,FALSE,0,0,0,0,0.396271597,1,0,NA
PGM3,1,FALSE,0,0,0,0,0.321843164,1,0,NA
PGM5,1,FALSE,1,0,0,1,0.00014488,0.39248088,0,Diverged_in_single-cell
PGPEP1,1,FALSE,0,0,0,0,1,1,0,NA
PGPEP1L,0,TRUE,1,0,0,1,1,1,0,NA
PGR,1,FALSE,0,0,0,0,1,1,0,NA
PGRMC1,1,FALSE,0,0,0,0,0.531097649,1,0,NA
PGRMC2,1,FALSE,0,0,1,1,0.091783606,1,0,Diverged_in_single-cell
PGS1,1,FALSE,0,0,0,0,0.345049816,1,0,NA
PHACTR1,1,FALSE,0,0,0,0,1,1,0,NA
PHACTR2,1,FALSE,0,0,0,0,0.697158799,1,0,NA
PHACTR3,1,FALSE,0,0,0,0,0.008819546,1,0,NA
PHACTR4,1,FALSE,0,0,0,0,0.748129207,1,0,NA
PHAX,1,FALSE,0,0,0,0,0.75491203,1,0,NA
PHB,1,FALSE,0,0,0,0,0.000537871,1,0,NA
PHB2,1,FALSE,0,0,0,0,0.148376557,1,0,NA
PHC1,1,FALSE,0,0,0,0,1,1,0,NA
PHC2,1,FALSE,0,0,0,0,0.340403101,1,0,NA
PHC3,1,FALSE,0,0,0,0,0.601852603,1,0,NA
PHEX,1,FALSE,0,0,0,0,1,1,0,NA
PHF1,1,FALSE,0,0,1,1,0.005177932,1,0,Diverged_in_single-cell
PHF10,1,FALSE,0,0,0,0,1,1,0,NA
PHF11,1,FALSE,0,0,0,0,1,1,0,NA
PHF12,1,FALSE,0,1,1,1,1,1,0,Diverged_in_single-cell
PHF13,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
PHF14,1,FALSE,0,0,0,0,0.080286667,1,0,NA
PHF19,1,FALSE,0,0,0,0,0.799430746,1,0,NA
PHF2,1,FALSE,0,0,0,0,0.911484782,1,0,NA
PHF20,1,FALSE,0,0,0,0,0.543856439,1,0,NA
PHF20L1,1,FALSE,0,0,0,0,0.830253804,1,0,NA
PHF21A,1,FALSE,0,0,0,0,0.004773045,1,0,NA
PHF21B,1,FALSE,0,0,0,0,1,1,0,NA
PHF23,1,FALSE,0,0,0,0,0.012424761,1,0,NA
PHF3,1,FALSE,0,0,0,0,1,1,0,NA
PHF5A,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
PHF6,1,FALSE,1,0,0,1,0.092933148,1,0,Diverged_in_single-cell
PHF7,1,FALSE,0,0,0,0,1,1,0,NA
PHF8,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PHGDH,1,FALSE,0,0,0,0,1,1,0,NA
PHIP,1,FALSE,0,0,0,0,1,1,0,NA
PHKA1,1,FALSE,0,0,0,0,1.67E-05,1,0,NA
PHKA2,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
PHKG1,1,FALSE,1,1,0,1,1.94E-05,1,0,Diverged_in_single-cell
PHLDA1,1,FALSE,0,0,0,0,0.9910444,1,0,NA
PHLDA2,1,FALSE,0,0,1,1,0.453041891,1,0,Diverged_in_single-cell
PHLDA3,1,FALSE,0,0,0,0,0.945157094,1,0,NA
PHLDB1,1,FALSE,0,0,0,0,1,1,0,NA
PHLDB2,1,FALSE,0,0,0,0,0.081708234,0.172553841,0,NA
PHLDB3,1,FALSE,0,0,0,0,NA,NA,0,NA
PHLPP1,1,FALSE,0,0,0,0,1,1,0,NA
PHOSPHO1,1,FALSE,0,0,0,0,0.282991746,1,0,NA
PHOSPHO2,1,FALSE,1,1,0,1,8.18E-07,1,0,Diverged_in_single-cell
PHOX2A,0,FALSE,0,1,1,1,1,1,0,NA
PHPT1,1,FALSE,0,0,0,0,1,1,0,NA
PHRF1,1,FALSE,0,0,0,0,0.005615445,1,0,NA
PHTF1,1,FALSE,0,0,0,0,1,1,0,NA
PHTF2,1,FALSE,1,0,0,1,0.001932648,1,0,Diverged_in_single-cell
PHYH,1,FALSE,0,0,0,0,1,1,0,NA
PHYHD1,1,FALSE,1,0,0,1,1,1,0,Diverged_in_single-cell
PHYHIP,1,FALSE,0,0,0,0,1,1,0,NA
PHYHIPL,1,FALSE,0,0,0,0,1,1,0,NA
PHYKPL,1,FALSE,0,0,0,0,1,1,0,NA
PI15,1,FALSE,0,1,0,1,0.184514262,1,0,Diverged_in_single-cell
PI16,1,FALSE,0,1,0,1,NA,NA,0,Diverged_in_single-cell
PI4K2A,1,FALSE,0,0,0,0,0.523740832,1,0,NA
PI4K2B,1,FALSE,0,0,0,0,1,1,0,NA
PI4KA,1,FALSE,0,0,0,0,1,1,0,NA
PI4KB,1,FALSE,0,0,0,0,1,1,0,NA
PIANP,1,FALSE,0,0,0,0,1,1,0,NA
PIAS1,1,FALSE,0,0,0,0,1,1,0,NA
PIAS2,1,FALSE,0,0,0,0,0.808193819,1,0,NA
PIAS3,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
PIAS4,1,FALSE,0,0,0,0,0.799430746,1,0,NA
PIBF1,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PICALM,1,FALSE,0,0,0,0,1,1,0,NA
PICK1,1,FALSE,0,0,0,0,0.811221094,1,0,NA
PID1,1,FALSE,0,0,0,0,1,1,0,NA
PIDD1,1,FALSE,0,0,0,0,1,1,0,NA
PIEZO2,1,FALSE,0,0,0,0,1,1,0,NA
PIF1,1,FALSE,0,0,0,0,1,1,0,NA
PIFO,0,FALSE,1,0,0,1,1,1,0,NA
PIGA,1,FALSE,0,0,0,0,1,1,0,NA
PIGB,1,FALSE,0,0,1,1,0.634449154,1,0,Diverged_in_single-cell
PIGC,1,FALSE,0,1,1,1,1,1,0,Diverged_in_single-cell
PIGF,1,FALSE,0,0,0,0,3.06E-05,1,0,NA
PIGG,1,FALSE,0,0,0,0,0.167078394,1,0,NA
PIGH,1,FALSE,1,0,0,1,1,1,0,Diverged_in_single-cell
PIGK,1,FALSE,0,0,0,0,0.958260303,1,0,NA
PIGL,1,FALSE,0,0,0,0,0.860507038,1,0,NA
PIGM,1,FALSE,0,0,0,0,0.606631875,1,0,NA
PIGN,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PIGO,1,FALSE,0,0,1,1,0.27700267,1,0,Diverged_in_single-cell
PIGP,1,FALSE,0,0,0,0,1,1,0,NA
PIGR,0,FALSE,1,1,1,1,0.005615445,0.273014725,0,NA
PIGS,1,FALSE,0,0,0,0,0.396271597,1,0,NA
PIGT,1,FALSE,0,0,0,0,0.536803461,1,0,NA
PIGU,1,FALSE,0,0,0,0,0.155560946,1,0,NA
PIGV,1,FALSE,0,1,0,1,0.27700267,1,0,Diverged_in_single-cell
PIGW,1,FALSE,1,0,0,1,0.051040825,1,0,Diverged_in_single-cell
PIGX,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PIGZ,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PIH1D1,1,FALSE,0,0,0,0,0.434922574,1,0,NA
PIH1D2,1,FALSE,0,0,0,0,0.66200084,1,0,NA
PIH1D3,0,FALSE,1,1,0,1,NA,NA,0,NA
PIK3AP1,1,FALSE,0,0,0,0,1,1,0,NA
PIK3C2A,1,FALSE,0,0,0,0,0.976980368,1,0,NA
PIK3C2B,1,FALSE,0,0,0,0,1,1,0,NA
PIK3C2G,1,FALSE,0,0,0,0,1,1,0,NA
PIK3C3,1,FALSE,0,0,0,0,1,1,0,NA
PIK3CA,1,FALSE,0,0,0,0,1,1,0,NA
PIK3CB,1,FALSE,0,0,0,0,0.911484782,1,0,NA
PIK3CD,1,FALSE,0,0,0,0,1,1,0,NA
PIK3CG,1,FALSE,0,0,0,0,0.968844622,1,0,NA
PIK3IP1,1,FALSE,0,0,0,0,1,1,0,NA
PIK3R1,1,FALSE,0,0,0,0,1,1,0,NA
PIK3R2,1,FALSE,0,0,1,1,1.79E-05,1,0,Diverged_in_single-cell
PIK3R3,1,FALSE,0,0,0,0,0.109279965,1,0,NA
PIK3R4,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PIK3R6,1,FALSE,0,0,0,0,1,1,0,NA
PIKFYVE,1,FALSE,0,0,0,0,0.647470551,1,0,NA
PIM1,1,FALSE,0,0,0,0,1,1,0,NA
PIM3,1,FALSE,0,0,0,0,1,1,0,NA
PIN1,1,FALSE,0,0,0,0,0.806368642,1,0,NA
PIN4,1,FALSE,0,0,0,0,1,1,0,NA
PINK1,1,FALSE,0,0,0,0,0.272489779,1,0,NA
PINLYP,1,FALSE,0,0,0,0,0.012244663,1,0,NA
PINX1,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PIP,0,FALSE,1,0,0,1,NA,NA,0,NA
PIP4K2A,1,FALSE,0,0,0,0,0.986909338,1,0,NA
PIP4K2B,1,FALSE,0,0,0,0,1.09E-05,0.000343107,1,Diverged_in_bulk
PIP4K2C,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PIP5K1A,1,FALSE,0,0,0,0,1,1,0,NA
PIP5K1B,1,FALSE,0,0,0,0,1,1,0,NA
PIP5K1C,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
PIP5KL1,1,FALSE,0,0,0,0,1,1,0,NA
PIPOX,1,FALSE,0,0,0,0,0.004663716,0.000295064,1,Diverged_in_bulk
PIR,1,FALSE,0,0,0,0,1,1,0,NA
PIRT,1,FALSE,1,0,0,1,NA,NA,0,Diverged_in_single-cell
PISD,1,FALSE,0,0,0,0,1,1,0,NA
PITHD1,1,FALSE,0,0,0,0,1,1,0,NA
PITPNA,1,FALSE,0,0,0,0,0.983754639,1,0,NA
PITPNB,1,FALSE,0,0,0,0,1,1,0,NA
PITPNC1,1,FALSE,0,0,0,0,0.114660429,1,0,NA
PITPNM1,1,FALSE,0,0,0,0,1,1,0,NA
PITPNM2,1,FALSE,0,0,0,0,1,1,0,NA
PITPNM3,1,FALSE,0,0,0,0,0.989204136,1,0,NA
PITRM1,1,FALSE,0,0,1,1,0.911484782,1,0,Diverged_in_single-cell
PITX1,0,TRUE,1,0,0,1,0.069837084,0.934616463,0,NA
PITX3,0,FALSE,0,1,1,1,1,1,0,NA
PIWIL1,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PIWIL2,1,FALSE,1,0,0,1,1,1,0,Diverged_in_single-cell
PIWIL3,1,FALSE,1,1,1,1,1,1,0,Diverged_in_single-cell
PIWIL4,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
PJA1,1,FALSE,0,0,0,0,1,1,0,NA
PJA2,1,FALSE,0,0,0,0,1,1,0,NA
PKD1L1,1,FALSE,1,0,0,1,NA,NA,0,Diverged_in_single-cell
PKD2,1,FALSE,0,0,0,0,0.023234341,1,0,NA
PKD2L1,1,FALSE,1,0,0,1,0.75491203,1,0,Diverged_in_single-cell
PKD2L2,1,FALSE,0,0,0,0,1,1,0,NA
PKDCC,1,FALSE,0,0,0,0,0.000140996,1,0,NA
PKDREJ,0,FALSE,0,0,0,0,1,1,0,NA
PKHD1,1,FALSE,0,0,0,0,1,1,0,NA
PKHD1L1,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
PKIA,1,FALSE,0,0,0,0,0.201232574,1,0,NA
PKIB,1,FALSE,0,0,0,0,0.9504432,1,0,NA
PKIG,1,FALSE,0,0,0,0,0.228240578,1,0,NA
PKLR,1,FALSE,0,0,0,0,2.42E-05,1,0,NA
PKM,1,FALSE,0,0,0,0,1,1,0,NA
PKN1,1,FALSE,0,0,0,0,0.568713599,1,0,NA
PKN2,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
PKN3,1,FALSE,0,0,0,0,1,1,0,NA
PKNOX1,1,FALSE,0,0,0,0,0.434922574,1,0,NA
PKNOX2,1,FALSE,0,0,0,0,0.483367996,1,0,NA
PKP1,1,FALSE,0,0,0,0,1,1,0,NA
PKP2,1,FALSE,0,0,1,1,0.362661306,1,0,Diverged_in_single-cell
PKP4,1,FALSE,0,0,0,0,0.564460975,1,0,NA
PLA1A,1,FALSE,0,0,0,0,1,1,0,NA
PLA2G12B,1,FALSE,1,0,0,1,0.303898426,1,0,Diverged_in_single-cell
PLA2G1B,0,FALSE,1,1,0,1,0.228393506,0.144531139,0,NA
PLA2G2F,0,FALSE,0,1,0,1,NA,NA,0,NA
PLA2G3,0,FALSE,1,1,0,1,1,1,0,NA
PLA2G4A,1,FALSE,0,0,0,0,1,1,0,NA
PLA2G4D,0,FALSE,1,0,0,1,1,1,0,NA
PLA2G4E,0,FALSE,0,1,0,1,1,1,0,NA
PLA2G4F,0,FALSE,1,1,0,1,1,1,0,NA
PLA2G5,1,FALSE,0,1,0,1,NA,NA,0,Diverged_in_single-cell
PLA2G6,1,FALSE,0,0,0,0,1,1,0,NA
PLA2G7,1,FALSE,0,0,0,0,1,1,0,NA
PLA2R1,1,FALSE,0,0,0,0,0.018041248,1,0,NA
PLAA,1,FALSE,0,0,0,0,1,1,0,NA
PLAC1,1,FALSE,0,1,0,1,NA,NA,0,Diverged_in_single-cell
PLAC8,1,FALSE,0,1,0,1,0.003459164,1,0,Diverged_in_single-cell
PLAC8L1,1,FALSE,0,0,0,0,1,1,0,NA
PLAC9,1,FALSE,0,0,0,0,0.164636051,0.482454598,0,NA
PLAG1,1,FALSE,0,0,0,0,0.566030234,1,0,NA
PLAGL1,1,FALSE,0,0,0,0,0.998839095,1,0,NA
PLAGL2,1,FALSE,0,0,1,1,0.92289343,1,0,Diverged_in_single-cell
PLAT,1,FALSE,1,0,0,1,1,1,0,Diverged_in_single-cell
PLAU,1,FALSE,1,0,0,1,1,1,0,Diverged_in_single-cell
PLAUR,1,FALSE,0,0,0,0,1,1,0,NA
PLB1,1,FALSE,0,0,0,0,0.507460338,1,0,NA
PLBD1,1,FALSE,0,0,0,0,1,1,0,NA
PLBD2,1,FALSE,0,0,0,0,0.601852603,1,0,NA
PLCB1,1,FALSE,0,0,0,0,0.784609555,1,0,NA
PLCB2,1,FALSE,0,0,0,0,0.703391263,1,0,NA
PLCB3,1,FALSE,0,0,0,0,0.983754639,1,0,NA
PLCB4,1,FALSE,0,0,0,0,0.588067616,1,0,NA
PLCD1,1,FALSE,0,0,0,0,0.252888372,1,0,NA
PLCD3,1,FALSE,0,0,0,0,1,1,0,NA
PLCD4,1,FALSE,0,0,0,0,1,1,0,NA
PLCE1,1,FALSE,0,0,0,0,8.28E-06,0.211138216,0,NA
PLCG1,1,FALSE,0,0,0,0,0.213811137,1,0,NA
PLCH1,1,FALSE,0,0,0,0,0.536803461,1,0,NA
PLCH2,1,FALSE,0,0,0,0,0.061438824,1,0,NA
PLCL1,1,FALSE,0,0,0,0,1,1,0,NA
PLCL2,1,FALSE,0,0,0,0,0.000106013,0.068515095,0,NA
PLCXD1,1,FALSE,0,1,1,1,3.06E-05,1,0,Diverged_in_single-cell
PLCXD2,1,FALSE,0,0,0,0,0.96487181,1,0,NA
PLCXD3,1,FALSE,0,0,0,0,1,1,0,NA
PLCZ1,1,FALSE,0,0,0,0,1,1,0,NA
PLD1,1,FALSE,0,0,0,0,1,1,0,NA
PLD2,1,FALSE,0,0,0,0,1,1,0,NA
PLD3,1,FALSE,0,0,0,0,1,1,0,NA
PLD4,0,FALSE,1,0,0,1,0.325738187,1,0,NA
PLD5,1,FALSE,0,0,0,0,1,1,0,NA
PLD6,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PLEC,1,FALSE,0,0,0,0,1,1,0,NA
PLEK,1,FALSE,0,0,0,0,1,1,0,NA
PLEK2,1,FALSE,0,0,1,1,0.983754639,1,0,Diverged_in_single-cell
PLEKHA1,1,FALSE,0,0,0,0,0.859108165,1,0,NA
PLEKHA2,1,FALSE,0,0,0,0,1,1,0,NA
PLEKHA3,1,FALSE,0,0,0,0,0.311231437,1,0,NA
PLEKHA4,1,FALSE,0,0,0,0,1,1,0,NA
PLEKHA5,1,FALSE,0,0,0,0,0.941255466,1,0,NA
PLEKHA6,1,FALSE,0,0,0,0,1,1,0,NA
PLEKHA7,1,FALSE,0,0,0,0,0.025067155,1,0,NA
PLEKHA8,1,FALSE,0,0,0,0,1,1,0,NA
PLEKHB1,1,FALSE,0,0,0,0,1,1,0,NA
PLEKHD1,1,FALSE,0,0,0,0,1,1,0,NA
PLEKHF1,0,FALSE,0,0,0,0,0.982465149,1,0,NA
PLEKHF2,1,FALSE,0,0,0,0,1,1,0,NA
PLEKHG1,1,FALSE,0,0,0,0,1,1,0,NA
PLEKHG2,1,FALSE,0,0,0,0,NA,NA,0,NA
PLEKHG3,1,FALSE,0,0,0,0,1,1,0,NA
PLEKHG4B,1,FALSE,1,0,0,1,1,1,0,Diverged_in_single-cell
PLEKHG5,1,FALSE,0,0,0,0,1,1,0,NA
PLEKHG6,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PLEKHG7,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PLEKHH1,1,FALSE,0,0,0,0,1,1,0,NA
PLEKHH2,1,FALSE,0,0,0,0,1,1,0,NA
PLEKHH3,1,FALSE,0,0,0,0,1,1,0,NA
PLEKHJ1,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PLEKHM1,1,FALSE,0,0,0,0,1.79E-05,1,0,NA
PLEKHM2,1,FALSE,0,0,0,0,0.497059488,1,0,NA
PLEKHM3,1,FALSE,0,0,0,0,0.742378219,1,0,NA
PLEKHN1,0,FALSE,0,0,0,0,1,1,0,NA
PLEKHO1,1,FALSE,0,0,0,0,1,1,0,NA
PLEKHO2,0,FALSE,0,1,0,1,1,1,0,NA
PLEKHS1,0,FALSE,0,0,0,0,1,1,0,NA
PLET1,1,FALSE,0,0,1,1,NA,NA,0,Diverged_in_single-cell
PLG,1,FALSE,0,1,0,1,0.014951539,0.003722231,1,Diverged_in_both
PLGRKT,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PLIN1,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
PLIN3,1,FALSE,0,0,0,0,1,1,0,NA
PLIN4,1,FALSE,0,0,0,0,1,1,0,NA
PLIN5,1,FALSE,1,1,0,1,1,1,0,Diverged_in_single-cell
PLK2,1,FALSE,0,0,0,0,1,1,0,NA
PLK3,1,FALSE,0,0,0,0,1,1,0,NA
PLK4,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PLK5,1,FALSE,0,0,0,0,NA,NA,0,NA
PLN,1,FALSE,0,0,0,0,1,1,0,NA
PLOD1,1,FALSE,0,0,0,0,0.958260303,1,0,NA
PLOD2,1,FALSE,0,0,0,0,1,1,0,NA
PLOD3,1,FALSE,0,0,0,0,0.888429507,1,0,NA
PLP1,1,FALSE,0,0,0,0,0.542691725,1,0,NA
PLP2,1,FALSE,0,0,0,0,1,1,0,NA
PLRG1,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
PLS1,1,FALSE,0,0,0,0,0.048157678,1,0,NA
PLS3,1,FALSE,0,0,0,0,0.580914924,1,0,NA
PLSCR1,1,FALSE,0,0,0,0,1,1,0,NA
PLSCR2,1,FALSE,1,0,0,1,1,1,0,Diverged_in_single-cell
PLSCR4,1,FALSE,0,0,0,0,1,1,0,NA
PLSCR5,1,FALSE,1,0,1,1,1,1,0,Diverged_in_single-cell
PLTP,1,FALSE,0,0,0,0,0.116451658,1,0,NA
PLVAP,1,FALSE,0,0,0,0,0.893876156,1,0,NA
PLXDC1,1,FALSE,0,0,0,0,0.004283665,1,0,NA
PLXDC2,1,FALSE,0,0,0,0,0.315589665,1,0,NA
PLXNA1,1,FALSE,0,0,0,0,0.580914924,1,0,NA
PLXNA2,1,FALSE,0,0,0,0,0.151946191,1,0,NA
PLXNA3,1,FALSE,0,0,0,0,1,1,0,NA
PLXNA4,1,FALSE,0,0,0,0,0.007987488,0.002329172,1,Diverged_in_bulk
PLXNB1,1,FALSE,0,0,0,0,0.601852603,1,0,NA
PLXNB2,1,FALSE,0,0,0,0,1,1,0,NA
PLXNB3,1,FALSE,0,0,0,0,1,1,0,NA
PLXNC1,1,FALSE,0,0,0,0,1,1,0,NA
PM20D1,1,FALSE,0,0,1,1,0.051903237,1,0,Diverged_in_single-cell
PM20D2,1,FALSE,0,0,1,1,0.358329927,1,0,Diverged_in_single-cell
PMEL,1,FALSE,1,1,0,1,0.858594643,1,0,Diverged_in_single-cell
PMEPA1,1,FALSE,0,0,0,0,1,1,0,NA
PML,1,FALSE,0,0,0,0,0.92289343,1,0,NA
PMM1,1,FALSE,0,0,0,0,1,1,0,NA
PMP2,1,FALSE,1,0,0,1,1,1,0,Diverged_in_single-cell
PMP22,1,FALSE,0,0,0,0,0.419278781,1,0,NA
PMPCA,1,FALSE,1,0,1,1,1,1,0,Diverged_in_single-cell
PMPCB,1,FALSE,0,0,1,1,0.448633007,1,0,Diverged_in_single-cell
PMS1,1,FALSE,0,0,0,0,0.87265073,1,0,NA
PMS2,1,FALSE,0,0,1,1,0.946245074,1,0,Diverged_in_single-cell
PMVK,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PNCK,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PNISR,1,FALSE,0,0,0,0,1,1,0,NA
PNKD,1,FALSE,0,0,0,0,1,1,0,NA
PNKP,1,FALSE,0,0,0,0,0.9504432,1,0,NA
PNLDC1,1,FALSE,0,0,0,0,0.328056038,1,0,NA
PNLIP,0,FALSE,1,1,0,1,1,1,0,NA
PNLIPRP1,0,FALSE,1,0,0,1,0.998839095,1,0,NA
PNLIPRP2,0,FALSE,0,0,1,1,1,1,0,NA
PNLIPRP3,0,FALSE,0,0,1,1,1,1,0,NA
PNMA1,1,FALSE,0,0,1,1,NA,NA,0,Diverged_in_single-cell
PNMA2,1,FALSE,0,0,0,0,NA,NA,0,NA
PNMA3,1,FALSE,0,0,0,0,NA,NA,0,NA
PNMA5,1,FALSE,0,0,0,0,NA,NA,0,NA
